,Airline,Date_of_Journey,Source,Destination,Route,Total_Stops,Additional_Info,Price,journey_year,journey_month,journey_day,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,duration_hr,duration_min
2120,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,1,6,19,15,19,0,23,45
2121,IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,1 stop,No info,6220,2019,3,3,7,30,12,20,4,50
2122,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,6,7,5,12,35,5,30
2123,Air India,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,8576,2019,12,5,9,25,18,30,9,5
2124,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10031,2019,3,24,19,45,20,40,24,55
2125,Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,12819,2019,6,24,19,10,19,0,23,50
2126,GoAir,2019-04-15,Delhi,Cochin,DEL → AMD → COK,1 stop,No info,5052,2019,4,15,7,25,13,35,6,10
2127,Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,22270,2019,1,3,8,0,8,15,24,15
2128,Vistara,2019-04-27,Banglore,Delhi,BLR → DEL,non-stop,No info,5613,2019,4,27,7,0,9,40,2,40
2129,SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,3873,2019,1,4,9,0,11,25,2,25
2130,IndiGo,2019-05-15,Delhi,Cochin,DEL → COK,non-stop,No info,6015,2019,5,15,5,35,8,50,3,15
2131,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,9,6,6,30,12,0,5,30
2132,SpiceJet,2019-12-05,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2227,2019,12,5,13,15,14,45,1,30
2133,Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,1,4,19,50,22,50,3,0
2134,Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,In-flight meal not included,10368,2019,6,6,5,30,19,0,13,30
2135,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,21,17,30,4,25,10,55
2136,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12192,2019,12,6,7,0,19,0,12,0
2137,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,12121,2019,9,5,9,35,23,35,14,0
2138,Air India,2019-05-27,Delhi,Cochin,DEL → CCU → BOM → COK,2 stops,No info,16163,2019,5,27,6,50,7,40,24,50
2139,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,12284,2019,3,18,5,45,18,25,12,40
2140,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,non-stop,No info,5780,2019,6,21,19,30,22,15,2,45
2141,Jet Airways,2019-09-05,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4995,2019,9,5,10,20,11,50,1,30
2142,IndiGo,2019-09-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6496,2019,9,6,5,10,10,5,4,55
2143,Air India,2019-12-06,Delhi,Cochin,DEL → LKO → BOM → COK,2 stops,No info,12488,2019,12,6,12,20,19,15,30,55
2144,IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,5,15,7,10,10,5,2,55
2145,SpiceJet,2019-06-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,2647,2019,6,18,5,45,7,15,1,30
2146,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,12649,2019,3,3,13,0,15,50,2,50
2147,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8266,2019,12,6,11,40,19,15,7,35
2148,Vistara,2019-05-15,Delhi,Cochin,DEL → COK,non-stop,No info,6216,2019,5,15,6,0,9,10,3,10
2149,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4423,2019,1,4,1,30,4,15,2,45
2150,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,17996,2019,6,3,8,0,8,15,24,15
2151,SpiceJet,2019-04-15,Delhi,Cochin,DEL → PNQ → COK,1 stop,No check-in baggage included,5726,2019,4,15,8,45,13,15,4,30
2152,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15147,2019,6,3,6,0,15,30,9,30
2153,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15554,2019,5,18,20,55,19,0,22,5
2154,Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,12819,2019,6,24,23,5,4,25,29,20
2155,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7198,2019,6,27,18,0,1,30,7,30
2156,IndiGo,2019-03-04,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5073,2019,3,4,16,0,21,0,5,0
2157,IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,6,27,21,15,0,15,3,0
2158,Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,3205,2019,3,27,7,10,8,35,1,25
2159,SpiceJet,2019-12-05,Banglore,Delhi,BLR → DEL,non-stop,No check-in baggage included,3257,2019,12,5,5,55,8,35,2,40
2160,IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,3,6,22,15,0,50,2,35
2161,IndiGo,2019-09-03,Banglore,New Delhi,BLR → NAG → DEL,1 stop,No info,10231,2019,9,3,16,50,21,35,4,45
2162,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,21,20,55,4,25,7,30
2163,IndiGo,2019-03-21,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2227,2019,3,21,21,20,22,45,1,25
2164,Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,9258,2019,1,4,12,0,11,10,23,10
2165,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9663,2019,5,24,16,30,9,20,16,50
2166,Jet Airways,2019-05-21,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,8040,2019,5,21,7,5,8,30,1,25
2167,GoAir,2019-06-06,Banglore,Delhi,BLR → DEL,non-stop,No info,3419,2019,6,6,20,55,23,40,2,45
2168,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,non-stop,No info,8016,2019,1,6,7,10,10,10,3,0
2169,Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,6,4,17,45,20,45,3,0
2170,GoAir,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,4959,2019,6,6,10,35,19,35,9,0
2171,Air India,2019-09-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,10151,2019,9,6,12,0,11,10,23,10
2172,Air India,2019-05-18,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,3 stops,No info,10703,2019,5,18,5,15,19,15,38,0
2173,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,9,6,8,25,18,15,9,50
2174,IndiGo,2019-06-03,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,7205,2019,6,3,16,10,22,20,6,10
2175,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,12284,2019,3,18,8,55,18,25,9,30
2176,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,13994,2019,9,6,9,35,22,5,12,30
2177,IndiGo,2019-04-15,Delhi,Cochin,DEL → COK,non-stop,No info,6015,2019,4,15,14,25,17,40,3,15
2178,IndiGo,2019-03-04,Kolkata,Banglore,CCU → MAA → BLR,1 stop,No info,4226,2019,3,4,6,15,10,30,4,15
2179,Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,9483,2019,3,21,19,10,18,50,23,40
2180,Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,5198,2019,5,15,7,10,10,10,3,0
2181,Jet Airways,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,In-flight meal not included,10368,2019,6,27,5,30,19,0,13,30
2182,Vistara,2019-03-06,Chennai,Kolkata,MAA → CCU,non-stop,No info,11982,2019,3,6,17,45,20,5,2,20
2183,Air India,2019-03-15,Banglore,New Delhi,BLR → MAA → DEL,1 stop,No info,8032,2019,3,15,11,50,13,0,25,10
2184,Air India,2019-05-15,Kolkata,Banglore,CCU → BLR,non-stop,No info,5510,2019,5,15,14,15,16,45,2,30
2185,IndiGo,2019-09-05,Delhi,Cochin,DEL → PNQ → COK,1 stop,No info,8177,2019,9,5,23,30,4,35,5,5
2186,Air Asia,2019-01-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,11410,2019,1,6,16,45,22,25,5,40
2187,GoAir,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9385,2019,3,21,7,0,12,50,5,50
2188,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,6,10,0,19,0,9,0
2189,SpiceJet,2019-06-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,3873,2019,6,18,9,0,11,25,2,25
2190,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11999,2019,3,21,11,40,18,50,7,10
2191,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,2 stops,No info,14300,2019,6,27,18,20,12,35,18,15
2192,SpiceJet,2019-12-05,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,2175,2019,12,5,13,15,14,45,1,30
2193,Air India,2019-09-05,Delhi,Cochin,DEL → CCU → BOM → COK,2 stops,No info,14431,2019,9,5,6,50,7,40,24,50
2194,Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,5,21,6,0,8,45,2,45
2195,IndiGo,2019-05-24,Kolkata,Banglore,CCU → HYD → BLR,1 stop,No info,3809,2019,5,24,19,20,23,45,4,25
2196,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7354,2019,6,24,7,30,19,15,11,45
2197,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12537,2019,3,27,8,0,15,30,7,30
2198,Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9719,2019,5,27,13,0,19,15,6,15
2199,Jet Airways,2019-05-24,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,8040,2019,5,24,10,20,11,50,1,30
2200,Jet Airways,2019-05-24,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4995,2019,5,24,7,5,8,30,1,25
2201,IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4591,2019,6,4,23,30,2,20,2,50
2202,Air India,2019-06-06,Kolkata,Banglore,CCU → GAU → BLR,1 stop,No info,7662,2019,6,6,16,45,21,5,28,20
2203,IndiGo,2019-06-24,Chennai,Kolkata,MAA → CCU,non-stop,No info,3850,2019,6,24,7,55,10,15,2,20
2204,IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6442,2019,3,6,8,35,22,30,13,55
2205,IndiGo,2019-03-06,Delhi,Cochin,DEL → PNQ → COK,1 stop,No info,11378,2019,3,6,23,30,4,35,5,5
2206,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13377,2019,6,27,15,0,1,30,10,30
2207,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,21,8,25,20,45,12,20
2208,Jet Airways,2019-09-05,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4995,2019,9,5,7,5,8,30,1,25
2209,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,6057,2019,3,27,17,15,9,25,16,10
2210,Air India,2019-06-04,Banglore,Delhi,BLR → DEL,non-stop,No info,5176,2019,6,4,10,0,12,45,2,45
2211,Jet Airways,2019-09-06,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13014,2019,9,6,9,40,4,25,18,45
2212,IndiGo,2019-01-03,Banglore,New Delhi,BLR → HYD → DEL,1 stop,No Info,7917,2019,1,3,16,15,20,35,4,20
2213,SpiceJet,2019-09-06,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,5583,2019,9,6,6,5,11,20,5,15
2214,Jet Airways,2019-09-04,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,9,4,6,0,8,45,2,45
2215,IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7191,2019,5,18,16,0,1,30,9,30
2216,Jet Airways,2019-12-06,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,3210,2019,12,6,19,35,21,5,1,30
2217,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14871,2019,6,3,15,0,1,35,10,35
2218,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8099,2019,5,15,8,30,19,15,10,45
2219,Air India,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,8366,2019,5,21,9,25,18,30,9,5
2220,IndiGo,2019-09-03,Chennai,Kolkata,MAA → CCU,non-stop,No info,6297,2019,9,3,22,5,0,25,2,20
2221,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,18286,2019,3,3,13,0,21,0,8,0
2222,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,17024,2019,6,3,23,5,19,45,20,40
2223,Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,6144,2019,4,24,7,10,10,10,3,0
2224,Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13941,2019,9,3,6,0,19,45,13,45
2225,Jet Airways,2019-09-05,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,3702,2019,9,5,18,55,22,0,3,5
2226,SpiceJet,2019-05-15,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,5583,2019,5,15,6,5,11,20,5,15
2227,Air India,2019-12-03,Mumbai,Hyderabad,BOM → DEL → HYD,1 stop,No info,10208,2019,12,3,19,40,9,10,13,30
2228,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,12384,2019,6,5,9,35,18,0,8,25
2229,Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → AMD → BLR,2 stops,No info,17049,2019,6,5,10,0,5,25,19,25
2230,IndiGo,2019-05-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7006,2019,5,24,7,30,21,0,13,30
2231,Air India,2019-12-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,2 stops,No info,12723,2019,12,6,5,50,20,25,14,35
2232,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10577,2019,12,6,8,0,4,25,20,25
2233,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,16736,2019,6,3,7,0,19,10,12,10
2234,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,24,13,0,4,25,15,25
2235,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7155,2019,6,24,11,25,19,15,7,50
2236,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15147,2019,3,3,10,20,1,35,15,15
2237,IndiGo,2019-12-06,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,12,6,7,10,10,5,2,55
2238,Air India,2019-03-15,Banglore,New Delhi,BLR → BBI → DEL,1 stop,No info,8714,2019,3,15,9,30,16,20,6,50
2239,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,10953,2019,6,5,9,35,9,45,24,10
2240,Air India,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,10203,2019,12,6,20,30,20,25,23,55
2241,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12373,2019,5,18,13,0,12,35,23,35
2242,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,14151,2019,12,5,9,35,23,35,14,0
2243,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,12121,2019,5,24,9,35,14,25,28,50
2244,Vistara,2019-09-04,Delhi,Cochin,DEL → COK,non-stop,No info,5586,2019,9,4,6,0,9,10,3,10
2245,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,18,8,25,12,0,27,35
2246,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8586,2019,5,21,21,10,4,40,7,30
2247,SpiceJet,2019-06-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,5409,2019,6,6,17,55,22,50,4,55
2248,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,7178,2019,3,21,9,45,21,20,11,35
2249,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,5797,2019,6,24,10,20,1,30,15,10
2250,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13759,2019,3,24,19,45,19,40,23,55
2251,Air India,2019-05-24,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,13873,2019,5,24,7,0,1,20,18,20
2252,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,16079,2019,5,21,20,55,19,0,22,5
2253,SpiceJet,2019-06-27,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2017,2019,6,27,13,15,14,45,1,30
2254,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,18,20,0,18,15,22,15
2255,SpiceJet,2019-04-24,Banglore,Delhi,BLR → DEL,non-stop,No check-in baggage included,3573,2019,4,24,21,10,0,5,2,55
2256,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,8066,2019,6,5,9,35,9,45,24,10
2257,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,14053,2019,9,3,20,50,18,50,22,0
2258,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,12284,2019,3,18,8,0,15,15,7,15
2259,SpiceJet,2019-09-04,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,5351,2019,9,4,6,5,11,20,5,15
2260,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,7064,2019,1,4,16,30,16,20,23,50
2261,IndiGo,2019-03-03,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,10394,2019,3,3,2,5,7,25,5,20
2262,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9663,2019,5,15,18,55,9,20,14,25
2263,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13727,2019,5,18,17,30,1,30,8,0
2264,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,12,6,19,15,12,35,17,20
2265,IndiGo,2019-09-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,9,4,7,10,10,5,2,55
2266,Air Asia,2019-03-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,7074,2019,3,3,5,50,8,40,2,50
2267,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,17267,2019,6,3,7,5,21,0,13,55
2268,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14067,2019,5,21,15,0,1,30,10,30
2269,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,1,5,8,30,11,20,2,50
2270,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,4,27,20,0,22,50,2,50
2271,Air Asia,2019-12-05,Banglore,Delhi,BLR → DEL,non-stop,No info,4483,2019,12,5,23,55,2,45,2,50
2272,Air India,2019-06-06,Kolkata,Banglore,CCU → GAU → DEL → BLR,2 stops,No info,14960,2019,6,6,9,50,23,15,13,25
2273,Air India,2019-01-06,Banglore,Delhi,BLR → DEL,non-stop,No info,7171,2019,1,6,17,0,19,45,2,45
2274,Air India,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,12173,2019,3,24,20,30,8,55,12,25
2275,Air India,2019-03-03,Banglore,New Delhi,BLR → AMD → DEL,1 stop,No info,11392,2019,3,3,0,30,8,45,8,15
2276,Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,16057,2019,5,15,10,0,13,45,27,45
2277,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,14151,2019,9,6,17,0,10,55,17,55
2278,Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,4030,2019,5,21,11,10,14,5,2,55
2279,IndiGo,2019-06-05,Kolkata,Banglore,CCU → BBI → BLR,1 stop,No info,4226,2019,6,5,19,35,23,15,3,40
2280,Air India,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11050,2019,9,3,4,0,19,15,15,15
2281,Air India,2019-05-21,Banglore,Delhi,BLR → DEL,non-stop,No info,6961,2019,5,21,10,0,12,45,2,45
2282,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14231,2019,3,24,21,10,9,15,12,5
2283,Jet Airways,2019-06-27,Delhi,Cochin,DEL → NAG → BOM → COK,2 stops,In-flight meal not included,10919,2019,6,27,14,35,12,35,22,0
2284,Air India,2019-03-27,Delhi,Cochin,DEL → LKO → BOM → COK,2 stops,No info,10913,2019,3,27,7,0,19,15,12,15
2285,IndiGo,2019-06-27,Chennai,Kolkata,MAA → CCU,non-stop,No info,5277,2019,6,27,22,5,0,25,2,20
2286,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7485,2019,5,21,10,20,21,0,10,40
2287,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14231,2019,3,24,16,55,16,20,23,25
2288,GoAir,2019-06-04,Delhi,Cochin,DEL → AMD → COK,1 stop,No info,4201,2019,6,4,7,25,13,35,6,10
2289,Air India,2019-06-03,Delhi,Cochin,DEL → COK,non-stop,No info,7931,2019,6,3,14,10,17,10,3,0
2290,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6513,2019,5,15,14,55,22,30,7,35
2291,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,6,6,15,0,19,0,28,0
2292,IndiGo,2019-09-05,Kolkata,Banglore,CCU → NAG → BLR,1 stop,No info,6218,2019,9,5,18,5,23,30,5,25
2293,Air India,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,8603,2019,6,27,12,0,19,15,7,15
2294,IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7318,2019,5,21,8,30,21,0,12,30
2295,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13504,2019,6,15,10,0,19,0,9,0
2296,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,9646,2019,5,15,7,5,22,30,15,25
2297,IndiGo,2019-05-27,Kolkata,Banglore,CCU → BLR,non-stop,No info,5224,2019,5,27,11,30,14,5,2,35
2298,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,12692,2019,12,6,9,35,18,0,8,25
2299,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → GAU → BLR,1 stop,In-flight meal not included,9689,2019,6,6,10,20,17,35,7,15
2300,Air India,2019-09-05,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,13033,2019,9,5,10,0,1,20,15,20
2301,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13626,2019,12,6,6,30,16,20,9,50
2302,IndiGo,2019-05-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2754,2019,5,18,19,5,20,35,1,30
2303,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,12121,2019,9,5,17,0,9,45,16,45
2304,IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,non-stop,No info,3419,2019,4,24,1,30,4,15,2,45
2305,Air India,2019-05-21,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,13033,2019,5,21,10,0,1,20,15,20
2306,IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,6,4,4,40,7,15,2,35
2307,Air Asia,2019-06-27,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6152,2019,6,27,7,55,22,25,14,30
2308,Air India,2019-06-27,Delhi,Cochin,DEL → COK,non-stop,No info,5201,2019,6,27,5,10,8,0,2,50
2309,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,9134,2019,3,15,7,0,16,10,9,10
2310,Air India,2019-05-18,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,13243,2019,5,18,7,0,1,20,18,20
2311,Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,15129,2019,5,27,5,30,4,25,22,55
2312,Jet Airways,2019-09-05,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,2759,2019,9,5,19,35,21,5,1,30
2313,IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,non-stop,No info,4423,2019,5,15,6,5,8,50,2,45
2314,Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,9187,2019,5,18,7,10,22,40,15,30
2315,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,7740,2019,5,18,7,10,22,30,15,20
2316,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,6144,2019,5,24,19,50,22,50,3,0
2317,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10877,2019,9,6,4,55,12,35,7,40
2318,IndiGo,2019-06-15,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6442,2019,6,15,11,55,22,30,10,35
2319,IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7048,2019,3,27,4,45,15,30,10,45
